question_id,cell,gt,condition,template,pred,logit_yes,logit_no,margin,tie,correct,image1_id,image2_id,seq_len,img1_span,img2_span,elapsed_ms,ts
1973,2,yes,M,primary,yes,23.625,22.625,1.0,False,True,44801,447602,646,"[14, 231]","[232, 624]",515,2026-08-11T22:47:17+09:00
1973,2,yes,T4,primary,yes,23.5,23.375,0.125,False,True,44801,447602,646,"[14, 231]","[232, 624]",514,2026-08-11T22:47:17+09:00
1973,2,yes,T8,primary,yes,23.125,22.75,0.375,False,True,44801,447602,646,"[14, 231]","[232, 624]",516,2026-08-11T22:47:18+09:00
1973,2,yes,T12,primary,yes,22.875,22.375,0.5,False,True,44801,447602,646,"[14, 231]","[232, 624]",515,2026-08-11T22:47:18+09:00
1973,2,yes,T16,primary,yes,23.5,22.375,1.125,False,True,44801,447602,646,"[14, 231]","[232, 624]",516,2026-08-11T22:47:19+09:00
1973,2,yes,T20,primary,yes,23.75,22.625,1.125,False,True,44801,447602,646,"[14, 231]","[232, 624]",517,2026-08-11T22:47:19+09:00
1973,2,yes,T24,primary,yes,23.125,22.25,0.875,False,True,44801,447602,646,"[14, 231]","[232, 624]",516,2026-08-11T22:47:20+09:00
1973,2,yes,T0,primary,no,22.625,22.875,-0.25,False,False,44801,447602,646,"[14, 231]","[232, 624]",521,2026-08-11T22:47:20+09:00
1973,2,yes,Trel8,primary,no,22.625,28.25,-5.625,False,False,44801,447602,646,"[14, 231]","[232, 624]",519,2026-08-11T22:47:21+09:00
1819,2,yes,S,primary,no,22.375,28.625,-6.25,False,False,436127,481313,565,,,420,2026-08-11T22:47:21+09:00
1819,2,yes,M,primary,no,22.5,27.375,-4.875,False,False,436127,481313,959,"[14, 544]","[545, 937]",836,2026-08-11T22:47:22+09:00
1819,2,yes,T4,primary,no,22.125,27.75,-5.625,False,False,436127,481313,959,"[14, 544]","[545, 937]",837,2026-08-11T22:47:23+09:00
1819,2,yes,T8,primary,no,22.125,27.5,-5.375,False,False,436127,481313,959,"[14, 544]","[545, 937]",834,2026-08-11T22:47:24+09:00
1819,2,yes,T12,primary,no,22.125,26.375,-4.25,False,False,436127,481313,959,"[14, 544]","[545, 937]",831,2026-08-11T22:47:25+09:00
1819,2,yes,T16,primary,no,22.125,26.625,-4.5,False,False,436127,481313,959,"[14, 544]","[545, 937]",829,2026-08-11T22:47:26+09:00
1819,2,yes,T20,primary,no,21.75,26.375,-4.625,False,False,436127,481313,959,"[14, 544]","[545, 937]",830,2026-08-11T22:47:26+09:00
1819,2,yes,T24,primary,no,22.0,26.875,-4.875,False,False,436127,481313,959,"[14, 544]","[545, 937]",830,2026-08-11T22:47:27+09:00
1819,2,yes,T0,primary,no,21.375,26.75,-5.375,False,False,436127,481313,959,"[14, 544]","[545, 937]",830,2026-08-11T22:47:28+09:00
1819,2,yes,Trel8,primary,no,23.5,27.625,-4.125,False,False,436127,481313,959,"[14, 544]","[545, 937]",830,2026-08-11T22:47:29+09:00
2757,2,yes,S,primary,yes,29.25,23.0,6.25,False,True,536073,402528,427,,,318,2026-08-11T22:47:29+09:00
2757,2,yes,M,primary,yes,30.625,24.125,6.5,False,True,536073,402528,775,"[14, 406]","[407, 753]",633,2026-08-11T22:47:30+09:00
2757,2,yes,T4,primary,yes,29.625,24.0,5.625,False,True,536073,402528,775,"[14, 406]","[407, 753]",633,2026-08-11T22:47:31+09:00
2757,2,yes,T8,primary,yes,29.875,24.375,5.5,False,True,536073,402528,775,"[14, 406]","[407, 753]",632,2026-08-11T22:47:31+09:00
2757,2,yes,T12,primary,yes,28.75,24.625,4.125,False,True,536073,402528,775,"[14, 406]","[407, 753]",632,2026-08-11T22:47:32+09:00
2757,2,yes,T16,primary,yes,29.25,23.625,5.625,False,True,536073,402528,775,"[14, 406]","[407, 753]",632,2026-08-11T22:47:32+09:00
2757,2,yes,T20,primary,yes,30.75,24.375,6.375,False,True,536073,402528,775,"[14, 406]","[407, 753]",632,2026-08-11T22:47:33+09:00
2757,2,yes,T24,primary,yes,30.125,23.75,6.375,False,True,536073,402528,775,"[14, 406]","[407, 753]",630,2026-08-11T22:47:34+09:00
2757,2,yes,T0,primary,yes,26.625,22.75,3.875,False,True,536073,402528,775,"[14, 406]","[407, 753]",631,2026-08-11T22:47:34+09:00
2757,2,yes,Trel8,primary,no,22.5,27.0,-4.5,False,False,536073,402528,775,"[14, 406]","[407, 753]",632,2026-08-11T22:47:35+09:00
541,2,yes,M,primary,no,23.375,24.25,-0.875,False,False,13348,86468,729,"[14, 360]","[361, 707]",580,2026-08-11T22:47:36+09:00
541,2,yes,T4,primary,no,22.875,23.375,-0.5,False,False,13348,86468,729,"[14, 360]","[361, 707]",580,2026-08-11T22:47:36+09:00
541,2,yes,T8,primary,no,22.75,23.0,-0.25,False,False,13348,86468,729,"[14, 360]","[361, 707]",579,2026-08-11T22:47:37+09:00
541,2,yes,T12,primary,no,22.625,23.25,-0.625,False,False,13348,86468,729,"[14, 360]","[361, 707]",581,2026-08-11T22:47:37+09:00
541,2,yes,T16,primary,no,22.0,23.125,-1.125,False,False,13348,86468,729,"[14, 360]","[361, 707]",581,2026-08-11T22:47:38+09:00
541,2,yes,T20,primary,no,22.25,23.25,-1.0,False,False,13348,86468,729,"[14, 360]","[361, 707]",579,2026-08-11T22:47:39+09:00
541,2,yes,T24,primary,no,22.375,23.25,-0.875,False,False,13348,86468,729,"[14, 360]","[361, 707]",581,2026-08-11T22:47:39+09:00
541,2,yes,T0,primary,no,22.0,23.25,-1.25,False,False,13348,86468,729,"[14, 360]","[361, 707]",583,2026-08-11T22:47:40+09:00
541,2,yes,Trel8,primary,no,22.625,26.875,-4.25,False,False,13348,86468,729,"[14, 360]","[361, 707]",579,2026-08-11T22:47:40+09:00
843,2,yes,M,primary,no,21.5,24.5,-3.0,False,False,443240,465549,775,"[14, 406]","[407, 753]",632,2026-08-11T22:47:41+09:00
843,2,yes,T4,primary,no,22.25,26.125,-3.875,False,False,443240,465549,775,"[14, 406]","[407, 753]",631,2026-08-11T22:47:42+09:00
843,2,yes,T8,primary,no,21.625,25.125,-3.5,False,False,443240,465549,775,"[14, 406]","[407, 753]",631,2026-08-11T22:47:42+09:00
843,2,yes,T12,primary,no,22.125,24.75,-2.625,False,False,443240,465549,775,"[14, 406]","[407, 753]",633,2026-08-11T22:47:43+09:00
843,2,yes,T16,primary,no,22.25,25.375,-3.125,False,False,443240,465549,775,"[14, 406]","[407, 753]",633,2026-08-11T22:47:43+09:00
843,2,yes,T20,primary,no,21.75,25.0,-3.25,False,False,443240,465549,775,"[14, 406]","[407, 753]",631,2026-08-11T22:47:44+09:00
843,2,yes,T24,primary,no,21.625,24.75,-3.125,False,False,443240,465549,775,"[14, 406]","[407, 753]",632,2026-08-11T22:47:45+09:00
843,2,yes,T0,primary,no,21.25,24.875,-3.625,False,False,443240,465549,775,"[14, 406]","[407, 753]",633,2026-08-11T22:47:45+09:00
843,2,yes,Trel8,primary,no,21.5,25.0,-3.5,False,False,443240,465549,775,"[14, 406]","[407, 753]",633,2026-08-11T22:47:46+09:00
763,2,yes,M,primary,no,23.0,23.5,-0.5,False,False,518177,19036,752,"[14, 383]","[384, 730]",592,2026-08-11T22:47:47+09:00
763,2,yes,T4,primary,no,22.75,23.875,-1.125,False,False,518177,19036,752,"[14, 383]","[384, 730]",593,2026-08-11T22:47:47+09:00
763,2,yes,T8,primary,no,22.75,23.75,-1.0,False,False,518177,19036,752,"[14, 383]","[384, 730]",592,2026-08-11T22:47:48+09:00
763,2,yes,T12,primary,no,22.75,23.75,-1.0,False,False,518177,19036,752,"[14, 383]","[384, 730]",594,2026-08-11T22:47:48+09:00
763,2,yes,T16,primary,no,23.375,24.125,-0.75,False,False,518177,19036,752,"[14, 383]","[384, 730]",594,2026-08-11T22:47:49+09:00
763,2,yes,T20,primary,no,23.25,23.75,-0.5,False,False,518177,19036,752,"[14, 383]","[384, 730]",593,2026-08-11T22:47:50+09:00
763,2,yes,T24,primary,no,23.125,23.625,-0.5,False,False,518177,19036,752,"[14, 383]","[384, 730]",593,2026-08-11T22:47:50+09:00
763,2,yes,T0,primary,no,21.875,24.125,-2.25,False,False,518177,19036,752,"[14, 383]","[384, 730]",593,2026-08-11T22:47:51+09:00
763,2,yes,Trel8,primary,no,22.875,27.75,-4.875,False,False,518177,19036,752,"[14, 383]","[384, 730]",593,2026-08-11T22:47:51+09:00
2323,2,yes,M,primary,yes,28.375,24.125,4.25,False,True,243158,392228,821,"[14, 406]","[407, 799]",684,2026-08-11T22:47:52+09:00
2323,2,yes,T4,primary,yes,26.875,23.375,3.5,False,True,243158,392228,821,"[14, 406]","[407, 799]",684,2026-08-11T22:47:53+09:00
2323,2,yes,T8,primary,yes,27.5,23.625,3.875,False,True,243158,392228,821,"[14, 406]","[407, 799]",685,2026-08-11T22:47:53+09:00
2323,2,yes,T12,primary,yes,25.875,22.625,3.25,False,True,243158,392228,821,"[14, 406]","[407, 799]",682,2026-08-11T22:47:54+09:00
2323,2,yes,T16,primary,yes,26.75,23.125,3.625,False,True,243158,392228,821,"[14, 406]","[407, 799]",683,2026-08-11T22:47:55+09:00
2323,2,yes,T20,primary,yes,28.125,23.875,4.25,False,True,243158,392228,821,"[14, 406]","[407, 799]",682,2026-08-11T22:47:56+09:00
2323,2,yes,T24,primary,yes,28.375,24.0,4.375,False,True,243158,392228,821,"[14, 406]","[407, 799]",683,2026-08-11T22:47:56+09:00
2323,2,yes,T0,primary,yes,25.625,22.75,2.875,False,True,243158,392228,821,"[14, 406]","[407, 799]",684,2026-08-11T22:47:57+09:00
2323,2,yes,Trel8,primary,no,23.0,28.25,-5.25,False,False,243158,392228,821,"[14, 406]","[407, 799]",683,2026-08-11T22:47:58+09:00
385,2,yes,M,primary,no,22.0,23.5,-1.5,False,False,350898,204471,821,"[14, 406]","[407, 799]",681,2026-08-11T22:47:58+09:00
385,2,yes,T4,primary,yes,23.375,22.75,0.625,False,True,350898,204471,821,"[14, 406]","[407, 799]",683,2026-08-11T22:47:59+09:00
385,2,yes,T8,primary,yes,23.5,22.75,0.75,False,True,350898,204471,821,"[14, 406]","[407, 799]",686,2026-08-11T22:48:00+09:00
385,2,yes,T12,primary,no,22.125,22.5,-0.375,False,False,350898,204471,821,"[14, 406]","[407, 799]",682,2026-08-11T22:48:00+09:00
385,2,yes,T16,primary,no,22.25,23.25,-1.0,False,False,350898,204471,821,"[14, 406]","[407, 799]",682,2026-08-11T22:48:01+09:00
385,2,yes,T20,primary,no,22.125,23.625,-1.5,False,False,350898,204471,821,"[14, 406]","[407, 799]",684,2026-08-11T22:48:02+09:00
385,2,yes,T24,primary,no,21.875,23.375,-1.5,False,False,350898,204471,821,"[14, 406]","[407, 799]",683,2026-08-11T22:48:02+09:00
385,2,yes,T0,primary,no,22.125,22.375,-0.25,False,False,350898,204471,821,"[14, 406]","[407, 799]",684,2026-08-11T22:48:03+09:00
385,2,yes,Trel8,primary,no,22.375,28.875,-6.5,False,False,350898,204471,821,"[14, 406]","[407, 799]",682,2026-08-11T22:48:04+09:00
827,2,yes,M,primary,yes,26.375,23.5,2.875,False,True,327532,363343,914,"[14, 360]","[361, 891]",783,2026-08-11T22:48:05+09:00
827,2,yes,T4,primary,yes,25.0,23.875,1.125,False,True,327532,363343,914,"[14, 360]","[361, 891]",783,2026-08-11T22:48:05+09:00
827,2,yes,T8,primary,yes,24.625,23.375,1.25,False,True,327532,363343,914,"[14, 360]","[361, 891]",784,2026-08-11T22:48:06+09:00
827,2,yes,T12,primary,yes,24.125,23.0,1.125,False,True,327532,363343,914,"[14, 360]","[361, 891]",784,2026-08-11T22:48:07+09:00
827,2,yes,T16,primary,yes,24.375,22.625,1.75,False,True,327532,363343,914,"[14, 360]","[361, 891]",784,2026-08-11T22:48:08+09:00
827,2,yes,T20,primary,yes,25.875,23.125,2.75,False,True,327532,363343,914,"[14, 360]","[361, 891]",783,2026-08-11T22:48:09+09:00
827,2,yes,T24,primary,yes,27.0,24.125,2.875,False,True,327532,363343,914,"[14, 360]","[361, 891]",783,2026-08-11T22:48:09+09:00
827,2,yes,T0,primary,yes,22.5,22.25,0.25,False,True,327532,363343,914,"[14, 360]","[361, 891]",784,2026-08-11T22:48:10+09:00
827,2,yes,Trel8,primary,no,22.5,24.625,-2.125,False,False,327532,363343,914,"[14, 360]","[361, 891]",783,2026-08-11T22:48:11+09:00
2597,2,yes,M,primary,yes,24.75,22.375,2.375,False,True,299986,466229,665,"[14, 406]","[407, 642]",530,2026-08-11T22:48:11+09:00
2597,2,yes,T4,primary,yes,25.125,22.75,2.375,False,True,299986,466229,665,"[14, 406]","[407, 642]",534,2026-08-11T22:48:12+09:00
2597,2,yes,T8,primary,yes,25.375,22.75,2.625,False,True,299986,466229,665,"[14, 406]","[407, 642]",531,2026-08-11T22:48:13+09:00
2597,2,yes,T12,primary,yes,24.125,22.25,1.875,False,True,299986,466229,665,"[14, 406]","[407, 642]",533,2026-08-11T22:48:13+09:00
2597,2,yes,T16,primary,yes,24.25,22.25,2.0,False,True,299986,466229,665,"[14, 406]","[407, 642]",532,2026-08-11T22:48:14+09:00
2597,2,yes,T20,primary,yes,24.75,22.375,2.375,False,True,299986,466229,665,"[14, 406]","[407, 642]",532,2026-08-11T22:48:14+09:00
2597,2,yes,T24,primary,yes,25.625,23.25,2.375,False,True,299986,466229,665,"[14, 406]","[407, 642]",532,2026-08-11T22:48:15+09:00
2597,2,yes,T0,primary,yes,24.0,22.5,1.5,False,True,299986,466229,665,"[14, 406]","[407, 642]",532,2026-08-11T22:48:15+09:00
2597,2,yes,Trel8,primary,no,22.5,26.375,-3.875,False,False,299986,466229,665,"[14, 406]","[407, 642]",532,2026-08-11T22:48:16+09:00
401,2,yes,S,primary,yes,25.75,23.125,2.625,False,True,21645,514914,270,,,173,2026-08-11T22:48:16+09:00
401,2,yes,M,primary,yes,25.875,23.25,2.625,False,True,21645,514914,572,"[14, 249]","[250, 550]",431,2026-08-11T22:48:16+09:00
401,2,yes,T4,primary,yes,25.375,23.375,2.0,False,True,21645,514914,572,"[14, 249]","[250, 550]",431,2026-08-11T22:48:17+09:00
401,2,yes,T8,primary,yes,25.375,23.25,2.125,False,True,21645,514914,572,"[14, 249]","[250, 550]",431,2026-08-11T22:48:17+09:00
401,2,yes,T12,primary,yes,25.625,23.25,2.375,False,True,21645,514914,572,"[14, 249]","[250, 550]",431,2026-08-11T22:48:18+09:00
401,2,yes,T16,primary,yes,25.5,23.0,2.5,False,True,21645,514914,572,"[14, 249]","[250, 550]",430,2026-08-11T22:48:18+09:00
401,2,yes,T20,primary,yes,26.875,24.25,2.625,False,True,21645,514914,572,"[14, 249]","[250, 550]",431,2026-08-11T22:48:19+09:00
401,2,yes,T24,primary,yes,25.25,22.75,2.5,False,True,21645,514914,572,"[14, 249]","[250, 550]",431,2026-08-11T22:48:19+09:00
401,2,yes,T0,primary,yes,23.75,22.375,1.375,False,True,21645,514914,572,"[14, 249]","[250, 550]",431,2026-08-11T22:48:19+09:00
401,2,yes,Trel8,primary,no,22.5,28.5,-6.0,False,False,21645,514914,572,"[14, 249]","[250, 550]",431,2026-08-11T22:48:20+09:00
533,2,yes,M,primary,yes,24.5,22.875,1.625,False,True,427113,328805,821,"[14, 406]","[407, 799]",682,2026-08-11T22:48:21+09:00
533,2,yes,T4,primary,yes,25.75,23.25,2.5,False,True,427113,328805,821,"[14, 406]","[407, 799]",682,2026-08-11T22:48:21+09:00
533,2,yes,T8,primary,yes,26.0,24.0,2.0,False,True,427113,328805,821,"[14, 406]","[407, 799]",683,2026-08-11T22:48:22+09:00
533,2,yes,T12,primary,yes,24.625,23.125,1.5,False,True,427113,328805,821,"[14, 406]","[407, 799]",686,2026-08-11T22:48:23+09:00
533,2,yes,T16,primary,yes,23.75,22.375,1.375,False,True,427113,328805,821,"[14, 406]","[407, 799]",685,2026-08-11T22:48:23+09:00
533,2,yes,T20,primary,yes,24.75,23.0,1.75,False,True,427113,328805,821,"[14, 406]","[407, 799]",683,2026-08-11T22:48:24+09:00
533,2,yes,T24,primary,yes,24.875,23.125,1.75,False,True,427113,328805,821,"[14, 406]","[407, 799]",684,2026-08-11T22:48:25+09:00
533,2,yes,T0,primary,no,22.875,23.0,-0.125,False,False,427113,328805,821,"[14, 406]","[407, 799]",683,2026-08-11T22:48:25+09:00
533,2,yes,Trel8,primary,no,23.125,27.125,-4.0,False,False,427113,328805,821,"[14, 406]","[407, 799]",684,2026-08-11T22:48:26+09:00
2507,2,yes,S,primary,no,21.75,28.125,-6.375,False,False,73182,154816,381,,,269,2026-08-11T22:48:26+09:00
2507,2,yes,M,primary,no,22.0,28.75,-6.75,False,False,73182,154816,752,"[14, 360]","[361, 730]",592,2026-08-11T22:48:27+09:00
2507,2,yes,T4,primary,no,22.75,29.875,-7.125,False,False,73182,154816,752,"[14, 360]","[361, 730]",591,2026-08-11T22:48:28+09:00
2507,2,yes,T8,primary,no,22.875,29.5,-6.625,False,False,73182,154816,752,"[14, 360]","[361, 730]",592,2026-08-11T22:48:28+09:00
2507,2,yes,T12,primary,no,23.0,29.125,-6.125,False,False,73182,154816,752,"[14, 360]","[361, 730]",592,2026-08-11T22:48:29+09:00
2507,2,yes,T16,primary,no,22.25,28.625,-6.375,False,False,73182,154816,752,"[14, 360]","[361, 730]",592,2026-08-11T22:48:29+09:00
2507,2,yes,T20,primary,no,22.625,29.25,-6.625,False,False,73182,154816,752,"[14, 360]","[361, 730]",592,2026-08-11T22:48:30+09:00
2507,2,yes,T24,primary,no,22.375,29.125,-6.75,False,False,73182,154816,752,"[14, 360]","[361, 730]",591,2026-08-11T22:48:31+09:00
2507,2,yes,T0,primary,no,21.25,27.625,-6.375,False,False,73182,154816,752,"[14, 360]","[361, 730]",592,2026-08-11T22:48:31+09:00
2507,2,yes,Trel8,primary,no,23.375,27.875,-4.5,False,False,73182,154816,752,"[14, 360]","[361, 730]",592,2026-08-11T22:48:32+09:00
2865,2,yes,S,primary,yes,28.375,24.125,4.25,False,True,45685,275863,271,,,174,2026-08-11T22:48:32+09:00
2865,2,yes,M,primary,yes,28.25,24.0,4.25,False,True,45685,275863,619,"[14, 249]","[250, 596]",464,2026-08-11T22:48:32+09:00
2865,2,yes,T4,primary,yes,26.875,23.625,3.25,False,True,45685,275863,619,"[14, 249]","[250, 596]",464,2026-08-11T22:48:33+09:00
2865,2,yes,T8,primary,yes,28.0,24.25,3.75,False,True,45685,275863,619,"[14, 249]","[250, 596]",463,2026-08-11T22:48:33+09:00
2865,2,yes,T12,primary,yes,28.75,24.75,4.0,False,True,45685,275863,619,"[14, 249]","[250, 596]",463,2026-08-11T22:48:34+09:00
2865,2,yes,T16,primary,yes,27.0,23.25,3.75,False,True,45685,275863,619,"[14, 249]","[250, 596]",464,2026-08-11T22:48:34+09:00
2865,2,yes,T20,primary,yes,27.625,23.5,4.125,False,True,45685,275863,619,"[14, 249]","[250, 596]",465,2026-08-11T22:48:35+09:00
2865,2,yes,T24,primary,yes,28.5,24.375,4.125,False,True,45685,275863,619,"[14, 249]","[250, 596]",463,2026-08-11T22:48:35+09:00
2865,2,yes,T0,primary,yes,26.0,23.0,3.0,False,True,45685,275863,619,"[14, 249]","[250, 596]",464,2026-08-11T22:48:36+09:00
2865,2,yes,Trel8,primary,no,22.5,26.0,-3.5,False,False,45685,275863,619,"[14, 249]","[250, 596]",464,2026-08-11T22:48:36+09:00
2301,2,yes,S,primary,yes,29.125,23.375,5.75,False,True,298633,283947,382,,,269,2026-08-11T22:48:36+09:00
2301,2,yes,M,primary,yes,28.875,23.625,5.25,False,True,298633,283947,730,"[14, 360]","[361, 707]",579,2026-08-11T22:48:37+09:00
2301,2,yes,T4,primary,yes,28.5,23.75,4.75,False,True,298633,283947,730,"[14, 360]","[361, 707]",580,2026-08-11T22:48:38+09:00
2301,2,yes,T8,primary,yes,29.25,24.125,5.125,False,True,298633,283947,730,"[14, 360]","[361, 707]",578,2026-08-11T22:48:38+09:00
2301,2,yes,T12,primary,yes,29.125,24.5,4.625,False,True,298633,283947,730,"[14, 360]","[361, 707]",579,2026-08-11T22:48:39+09:00
2301,2,yes,T16,primary,yes,28.125,23.375,4.75,False,True,298633,283947,730,"[14, 360]","[361, 707]",579,2026-08-11T22:48:39+09:00
2301,2,yes,T20,primary,yes,29.125,24.0,5.125,False,True,298633,283947,730,"[14, 360]","[361, 707]",579,2026-08-11T22:48:40+09:00
2301,2,yes,T24,primary,yes,29.125,24.0,5.125,False,True,298633,283947,730,"[14, 360]","[361, 707]",579,2026-08-11T22:48:41+09:00
2301,2,yes,T0,primary,yes,25.5,22.625,2.875,False,True,298633,283947,730,"[14, 360]","[361, 707]",580,2026-08-11T22:48:41+09:00
2301,2,yes,Trel8,primary,no,22.0,24.125,-2.125,False,False,298633,283947,730,"[14, 360]","[361, 707]",579,2026-08-11T22:48:42+09:00
1519,2,yes,M,primary,no,22.75,23.75,-1.0,False,False,365822,20781,777,"[14, 406]","[407, 753]",630,2026-08-11T22:48:42+09:00
1519,2,yes,T4,primary,no,22.25,23.625,-1.375,False,False,365822,20781,777,"[14, 406]","[407, 753]",632,2026-08-11T22:48:43+09:00
1519,2,yes,T8,primary,no,22.5,23.75,-1.25,False,False,365822,20781,777,"[14, 406]","[407, 753]",631,2026-08-11T22:48:44+09:00
1519,2,yes,T12,primary,no,22.625,23.75,-1.125,False,False,365822,20781,777,"[14, 406]","[407, 753]",631,2026-08-11T22:48:44+09:00
1519,2,yes,T16,primary,no,22.25,23.25,-1.0,False,False,365822,20781,777,"[14, 406]","[407, 753]",630,2026-08-11T22:48:45+09:00
1519,2,yes,T20,primary,no,22.625,23.625,-1.0,False,False,365822,20781,777,"[14, 406]","[407, 753]",631,2026-08-11T22:48:46+09:00
1519,2,yes,T24,primary,no,22.625,23.75,-1.125,False,False,365822,20781,777,"[14, 406]","[407, 753]",631,2026-08-11T22:48:46+09:00
1519,2,yes,T0,primary,no,22.0,24.0,-2.0,False,False,365822,20781,777,"[14, 406]","[407, 753]",632,2026-08-11T22:48:47+09:00
1519,2,yes,Trel8,primary,no,22.125,26.625,-4.5,False,False,365822,20781,777,"[14, 406]","[407, 753]",632,2026-08-11T22:48:47+09:00
1259,2,yes,S,primary,yes,28.75,24.0,4.75,False,True,295377,256702,428,,,316,2026-08-11T22:48:48+09:00
1259,2,yes,M,primary,yes,27.0,24.125,2.875,False,True,295377,256702,822,"[14, 406]","[407, 799]",682,2026-08-11T22:48:48+09:00
1259,2,yes,T4,primary,yes,27.5,24.375,3.125,False,True,295377,256702,822,"[14, 406]","[407, 799]",682,2026-08-11T22:48:49+09:00
1259,2,yes,T8,primary,yes,27.25,24.25,3.0,False,True,295377,256702,822,"[14, 406]","[407, 799]",683,2026-08-11T22:48:50+09:00
1259,2,yes,T12,primary,yes,25.0,23.0,2.0,False,True,295377,256702,822,"[14, 406]","[407, 799]",681,2026-08-11T22:48:51+09:00
1259,2,yes,T16,primary,yes,25.25,23.0,2.25,False,True,295377,256702,822,"[14, 406]","[407, 799]",681,2026-08-11T22:48:51+09:00
1259,2,yes,T20,primary,yes,27.125,24.375,2.75,False,True,295377,256702,822,"[14, 406]","[407, 799]",682,2026-08-11T22:48:52+09:00
1259,2,yes,T24,primary,yes,27.5,24.625,2.875,False,True,295377,256702,822,"[14, 406]","[407, 799]",681,2026-08-11T22:48:53+09:00
1259,2,yes,T0,primary,yes,23.5,22.375,1.125,False,True,295377,256702,822,"[14, 406]","[407, 799]",681,2026-08-11T22:48:53+09:00
1259,2,yes,Trel8,primary,no,23.25,28.375,-5.125,False,False,295377,256702,822,"[14, 406]","[407, 799]",681,2026-08-11T22:48:54+09:00
2481,2,yes,S,primary,no,24.125,24.125,0.0,True,False,38645,141673,427,,,317,2026-08-11T22:48:54+09:00
2481,2,yes,M,primary,no,23.125,23.125,0.0,True,False,38645,141673,775,"[14, 406]","[407, 753]",633,2026-08-11T22:48:55+09:00
2481,2,yes,T4,primary,no,23.875,23.875,0.0,True,False,38645,141673,775,"[14, 406]","[407, 753]",632,2026-08-11T22:48:56+09:00
2481,2,yes,T8,primary,yes,23.25,23.0,0.25,False,True,38645,141673,775,"[14, 406]","[407, 753]",632,2026-08-11T22:48:56+09:00
2481,2,yes,T12,primary,yes,23.25,23.0,0.25,False,True,38645,141673,775,"[14, 406]","[407, 753]",631,2026-08-11T22:48:57+09:00
2481,2,yes,T16,primary,no,23.25,23.25,0.0,True,False,38645,141673,775,"[14, 406]","[407, 753]",631,2026-08-11T22:48:57+09:00
2481,2,yes,T20,primary,no,23.25,23.25,0.0,True,False,38645,141673,775,"[14, 406]","[407, 753]",632,2026-08-11T22:48:58+09:00
2481,2,yes,T24,primary,no,22.5,22.625,-0.125,False,False,38645,141673,775,"[14, 406]","[407, 753]",631,2026-08-11T22:48:59+09:00
2481,2,yes,T0,primary,no,22.625,22.875,-0.25,False,False,38645,141673,775,"[14, 406]","[407, 753]",633,2026-08-11T22:48:59+09:00
2481,2,yes,Trel8,primary,no,21.625,25.125,-3.5,False,False,38645,141673,775,"[14, 406]","[407, 753]",633,2026-08-11T22:49:00+09:00
65,2,yes,S,primary,yes,24.125,23.375,0.75,False,True,574692,115866,381,,,268,2026-08-11T22:49:00+09:00
65,2,yes,M,primary,yes,23.125,22.75,0.375,False,True,574692,115866,775,"[14, 360]","[361, 753]",631,2026-08-11T22:49:01+09:00
65,2,yes,T4,primary,yes,23.875,23.25,0.625,False,True,574692,115866,775,"[14, 360]","[361, 753]",631,2026-08-11T22:49:02+09:00
65,2,yes,T8,primary,yes,24.125,23.125,1.0,False,True,574692,115866,775,"[14, 360]","[361, 753]",632,2026-08-11T22:49:02+09:00
65,2,yes,T12,primary,yes,23.0,22.75,0.25,False,True,574692,115866,775,"[14, 360]","[361, 753]",632,2026-08-11T22:49:03+09:00
65,2,yes,T16,primary,yes,22.125,21.625,0.5,False,True,574692,115866,775,"[14, 360]","[361, 753]",634,2026-08-11T22:49:04+09:00
65,2,yes,T20,primary,yes,22.875,22.5,0.375,False,True,574692,115866,775,"[14, 360]","[361, 753]",632,2026-08-11T22:49:04+09:00
65,2,yes,T24,primary,yes,23.125,22.625,0.5,False,True,574692,115866,775,"[14, 360]","[361, 753]",632,2026-08-11T22:49:05+09:00
65,2,yes,T0,primary,no,21.625,22.5,-0.875,False,False,574692,115866,775,"[14, 360]","[361, 753]",633,2026-08-11T22:49:05+09:00
65,2,yes,Trel8,primary,no,22.75,28.125,-5.375,False,False,574692,115866,775,"[14, 360]","[361, 753]",634,2026-08-11T22:49:06+09:00
1503,2,yes,S,primary,yes,28.125,23.0,5.125,False,True,384040,385962,405,,,293,2026-08-11T22:49:06+09:00
1503,2,yes,M,primary,yes,27.125,23.625,3.5,False,True,384040,385962,642,"[14, 383]","[384, 619]",515,2026-08-11T22:49:07+09:00
1503,2,yes,T4,primary,yes,28.0,23.75,4.25,False,True,384040,385962,642,"[14, 383]","[384, 619]",513,2026-08-11T22:49:07+09:00
1503,2,yes,T8,primary,yes,28.625,24.5,4.125,False,True,384040,385962,642,"[14, 383]","[384, 619]",511,2026-08-11T22:49:08+09:00
1503,2,yes,T12,primary,yes,26.125,23.125,3.0,False,True,384040,385962,642,"[14, 383]","[384, 619]",512,2026-08-11T22:49:08+09:00
1503,2,yes,T16,primary,yes,27.0,24.125,2.875,False,True,384040,385962,642,"[14, 383]","[384, 619]",512,2026-08-11T22:49:09+09:00
1503,2,yes,T20,primary,yes,28.375,24.875,3.5,False,True,384040,385962,642,"[14, 383]","[384, 619]",512,2026-08-11T22:49:09+09:00
1503,2,yes,T24,primary,yes,27.5,24.0,3.5,False,True,384040,385962,642,"[14, 383]","[384, 619]",512,2026-08-11T22:49:10+09:00
